Fecha,Símbolo,Direccion,Jugada,Entrada,Stop,Riesgo,lotes,RU
2021-8-16 16:13:54,CSCO,Corto,Reversa,56.33,56.38,0.05,1000,50
2021-8-16 16:13:58,MS,largo,Vela Elefante,103.34,103.03,0.31,161.29032,50
2021-8-16 16:13:57,SNAP,largo,Reversa,71,70.532,0.468,106.83761,50
2021-8-16 16:15:59,CSCO,Corto,Reversa,56.375,56.43,0.055,909.09091,50
2021-8-16 16:16:02,KO,largo,Vela Elefante,57.43,57.355,0.075,666.66667,50
2021-8-16 16:15:55,SNAP,largo,Reversa,70.71,70.35,0.36,138.88889,50
2021-8-16 16:15:52,VZ,largo,Vela Elefante,55.9065,55.86,0.0465,1075.26882,50
2021-8-16 16:15:54,XOM,Corto,Reversa,55.81,55.91,0.1,500,50
2021-8-16 16:17:52,LVS,Corto,Reversa,39.651,39.72,0.069,724.63768,50
2021-8-16 16:17:59,MU,Corto,Vela Elefante,70.44,70.75,0.31,161.29032,50
2021-8-16 16:17:54,SBUX,Corto,Reversa,117.2427,117.39,0.1473,339.44331,50
2021-8-16 16:17:57,SNAP,largo,Reversa,70.64,70.25,0.39,128.20513,50
2021-8-16 16:17:54,UAL,Corto,Reversa,46.245,46.41,0.165,303.0303,50
2021-8-16 16:17:57,XOM,Corto,Reversa,55.79,55.8999,0.1099,454.95905,50
2021-8-16 16:20:01,AAPL,Corto,Vela Elefante,147.09,147.66,0.57,87.7193,50
2021-8-16 16:20:02,AMD,largo,Reversa,106.77,106.23,0.54,92.59259,50
2021-8-16 16:19:55,KO,Corto,Reversa,57.41,57.47,0.06,833.33333,50
2021-8-16 16:19:54,LVS,Corto,Reversa,39.6958,39.77,0.0742,673.85445,50
2021-8-16 16:20:00,SNAP,largo,Reversa,70.62,69.93,0.69,72.46377,50
2021-8-16 16:20:00,UAL,Corto,Reversa,46.2601,46.46,0.1999,250.12506,50
2021-8-16 16:19:57,XOM,Corto,Reversa,55.81,55.93,0.12,416.66667,50
2021-8-16 16:22:04,AAPL,largo,Reversa,147.5299,147.11,0.4199,119.07597,50
2021-8-16 16:22:02,SNAP,largo,Reversa,70.37,69.93,0.44,113.63636,50
2021-8-16 16:24:01,AAPL,largo,Reversa,147.51,147.21,0.3,166.66667,50
2021-8-16 16:24:00,INTC,Corto,Vela de cola,53.15,53.185,0.035,1428.57143,50
2021-8-16 16:24:00,MRK,largo,Vela de cola,77.05,76.98,0.07,714.28571,50
2021-8-16 16:26:01,AAPL,largo,Reversa,147.27,147.04,0.23,217.3913,50
2021-8-16 16:26:01,MU,Corto,Vela Elefante,70.31,70.57,0.26,192.30769,50
2021-8-16 16:28:02,AAPL,largo,Reversa,147.08,146.66,0.42,119.04762,50
2021-8-16 16:27:53,EBAY,largo,Reversa,74.94,74.68,0.26,192.30769,50
2021-8-16 16:27:57,TWTR,largo,Reversa,63.235,63.12,0.115,434.78261,50
2021-8-16 16:29:57,C,largo,Reversa,71.4,71.255,0.145,344.82759,50
2021-8-16 16:29:53,EBAY,largo,Reversa,74.74,74.47,0.27,185.18519,50
2021-8-16 16:29:54,MET,largo,Reversa,61.69,61.555,0.135,370.37037,50
2021-8-16 16:29:51,MS,largo,Reversa,102.79,102.64,0.15,333.33333,50
2021-8-16 16:29:56,ORCL,largo,Vela de cola,90.67,90.52,0.15,333.33333,50
2021-8-16 16:29:59,TWTR,largo,Reversa,63.1943,63.06,0.1343,372.30082,50
2021-8-16 16:30:00,UAL,largo,Reversa,46.0475,45.8602,0.1873,266.95141,50
2021-8-16 16:29:57,XOM,largo,Reversa,55.55,55.455,0.095,526.31579,50
2021-8-16 16:31:54,EBAY,largo,Reversa,74.68,74.48,0.2,250,50
2021-8-16 16:31:52,GILD,largo,Vela de cola,71.57,71.48,0.09,555.55556,50
2021-8-16 16:31:56,KO,largo,Vela de cola,57.32,57.245,0.075,666.66667,50
2021-8-16 16:31:57,TWTR,largo,Reversa,63.18,62.975,0.205,243.90244,50
2021-8-16 16:31:57,UAL,largo,Reversa,46.025,45.84,0.185,270.27027,50
2021-8-16 16:34:00,AAPL,Corto,Vela de cola,146.76,149.8838,3.1238,16.00615,50
2021-8-16 16:33:58,UAL,largo,Reversa,45.94,45.83,0.11,454.54545,50
2021-8-16 16:36:03,AMD,Corto,Vela de cola,107,107.3499,0.3499,142.89797,50
2021-8-16 16:35:56,KO,largo,Reversa,57.27,57.23,0.04,1250,50
2021-8-16 16:35:59,SNAP,Corto,Vela de cola,70.68,71.0395,0.3595,139.08206,50
2021-8-16 16:35:55,UAL,largo,Reversa,45.915,45.84,0.075,666.66667,50
2021-8-16 16:37:57,GILD,largo,Reversa,71.44,71.3812,0.0588,850.34014,50
2021-8-16 16:37:57,KO,largo,Reversa,57.23,57.2,0.03,1666.66667,50
2021-8-16 16:39:54,CSCO,largo,Reversa,56.2,56.1645,0.0355,1408.4507,50
2021-8-16 16:39:53,MRK,Corto,Reversa,77.36,77.45,0.09,555.55556,50
2021-8-16 16:39:54,SBUX,largo,Vela de cola,117.17,117.06,0.11,454.54545,50
2021-8-16 16:41:54,INTC,Corto,Vela de cola,53.15,53.19,0.04,1250,50
2021-8-16 16:41:57,ORCL,largo,Reversa,90.52,90.425,0.095,526.31579,50
2021-8-16 16:43:55,MRK,Corto,Reversa,77.39,77.4832,0.0932,536.48069,50
2021-8-16 16:43:55,ORCL,largo,Reversa,90.57,90.415,0.155,322.58065,50
2021-8-16 16:43:57,VZ,largo,Vela Elefante,55.915,55.85,0.065,769.23077,50
2021-8-16 16:46:00,ORCL,largo,Reversa,90.43,90.365,0.065,769.23077,50
2021-8-16 16:45:55,VZ,Corto,Reversa,55.89,55.92,0.03,1666.66667,50
2021-8-16 16:48:00,MU,Corto,Vela de cola,70.48,70.5953,0.1153,433.65134,50
2021-8-16 16:47:58,ORCL,largo,Reversa,90.42,90.3,0.12,416.66667,50
2021-8-16 16:47:59,SNAP,Corto,Vela de cola,70.64,70.83,0.19,263.15789,50
2021-8-16 16:47:53,UAL,Corto,Reversa,46.363,46.507,0.144,347.22222,50
2021-8-16 16:50:02,AMD,Corto,Vela de cola,106.55,106.95,0.4,125,50
2021-8-16 16:49:56,ORCL,largo,Reversa,90.38,90.28,0.1,500,50
2021-8-16 16:50:00,SBUX,largo,Reversa,116.9,116.72,0.18,277.77778,50
2021-8-16 16:49:57,VZ,Corto,Reversa,55.905,55.945,0.04,1250,50
2021-8-16 16:49:57,VZ,largo,Vela Elefante,55.945,55.905,0.04,1250,50
2021-8-16 16:52:01,AMD,largo,Reversa,106.9799,106.6,0.3799,131.61358,50
2021-8-16 16:51:52,C,largo,Vela de cola,71.72,71.62,0.1,500,50
2021-8-16 16:51:54,MET,largo,Vela de cola,61.8705,61.795,0.0755,662.25166,50
2021-8-16 16:51:53,ORCL,largo,Reversa,90.4,90.2746,0.1254,398.72408,50
2021-8-16 16:51:57,SBUX,largo,Reversa,116.96,116.85,0.11,454.54545,50
2021-8-16 16:51:57,TWTR,Corto,Vela de cola,63.25,63.36,0.11,454.54545,50
2021-8-16 16:51:54,VZ,Corto,Reversa,55.915,55.9472,0.0322,1552.79503,50
2021-8-16 16:51:58,XOM,Corto,Reversa,55.74,55.82,0.08,625,50
2021-8-16 16:54:02,AMD,largo,Reversa,106.6399,106.3,0.3399,147.10209,50
2021-8-16 16:53:56,CSCO,Corto,Reversa,56.24,56.26,0.02,2500,50
2021-8-16 16:53:52,KO,Corto,Reversa,57.3,57.35,0.05,1000,50
2021-8-16 16:53:55,ORCL,largo,Reversa,90.32,90.28,0.04,1250,50
2021-8-16 16:53:53,QCOM,largo,Reversa,147.035,146.86,0.175,285.71429,50
2021-8-16 16:53:56,SBUX,largo,Reversa,116.906,116.8299,0.0761,657.03022,50
2021-8-16 16:53:58,SNAP,Corto,Vela de cola,70.47,70.69,0.22,227.27273,50
2021-8-16 16:54:01,VZ,Corto,Reversa,55.9284,56.005,0.0766,652.74151,50
2021-8-16 16:54:01,VZ,largo,Vela Elefante,56.005,55.9284,0.0766,652.74151,50
2021-8-16 16:53:54,XOM,Corto,Reversa,55.8,55.85,0.05,1000,50
2021-8-16 16:55:57,AMAT,Corto,Vela de cola,130.4101,130.645,0.2349,212.85653,50
2021-8-16 16:56:01,AMD,largo,Reversa,106.32,105.865,0.455,109.89011,50
2021-8-16 16:55:52,QCOM,largo,Reversa,146.96,146.73,0.23,217.3913,50
2021-8-16 16:55:57,SBUX,largo,Reversa,116.91,116.77,0.14,357.14286,50
2021-8-16 16:55:56,VZ,Corto,Reversa,55.9837,56.01,0.0263,1901.14068,50
2021-8-16 16:57:59,SBUX,largo,Reversa,116.85,116.72,0.13,384.61538,50
2021-8-16 16:57:57,SNAP,Corto,Vela de cola,70.48,70.7,0.22,227.27273,50
2021-8-16 16:59:52,MET,largo,Vela de cola,61.86,61.79,0.07,714.28571,50
2021-8-16 17:00:02,SBUX,largo,Reversa,116.81,116.65,0.16,312.5,50
2021-8-16 16:59:51,UAL,largo,Vela de cola,46.29,46.205,0.085,588.23529,50
2021-8-16 17:01:56,MET,largo,Vela de cola,61.87,61.79,0.08,625,50
2021-8-16 17:01:53,MRK,Corto,Reversa,77.85,77.95,0.1,500,50
2021-8-16 17:03:54,MRK,Corto,Reversa,77.83,78,0.17,294.11765,50
2021-8-16 17:03:52,VZ,largo,Vela Elefante,56.05,56,0.05,1000,50
2021-8-16 17:03:59,XOM,largo,Vela de cola,55.73,55.66,0.07,714.28571,50
2021-8-16 17:05:57,MRK,Corto,Reversa,77.95,78.01,0.06,833.33333,50
2021-8-16 17:06:00,XOM,largo,Vela de cola,55.75,55.695,0.055,909.09091,50
2021-8-16 17:07:53,MRK,Corto,Reversa,77.9527,78.01,0.0573,872.60035,50
2021-8-16 17:07:56,VZ,largo,Vela Elefante,56.07,56.033,0.037,1351.35135,50
2021-8-16 17:14:01,SNAP,Corto,Vela de cola,70.4,70.75,0.35,142.85714,50
2021-8-16 17:16:00,MU,Corto,Reversa,70.33,70.38,0.05,1000,50
2021-8-16 17:15:57,SNAP,Corto,Vela de cola,70.55,70.73,0.18,277.77778,50
2021-8-16 17:16:01,VZ,largo,Vela de cola,55.99,55.944,0.046,1086.95652,50
2021-8-16 17:17:54,MS,largo,Vela de cola,103.07,102.92,0.15,333.33333,50
2021-8-16 17:20:03,AMD,Corto,Reversa,106.69,106.86,0.17,294.11765,50
2021-8-16 17:19:56,MS,largo,Vela de cola,103.02,102.91,0.11,454.54545,50
2021-8-16 17:21:53,CSCO,largo,Reversa,56.12,56.09,0.03,1666.66667,50
2021-8-16 17:22:01,UBER,Corto,Reversa,41.56,41.635,0.075,666.66667,50
2021-8-16 17:23:53,AMAT,Corto,Reversa,130.4,130.56,0.16,312.5,50
2021-8-16 17:23:58,CSCO,largo,Reversa,56.14,56.1038,0.0362,1381.21547,50
2021-8-16 17:23:53,KO,largo,Reversa,57.29,57.26,0.03,1666.66667,50
2021-8-16 17:23:56,SNAP,Corto,Vela de cola,70.46,70.69,0.23,217.3913,50
2021-8-16 17:23:55,UAL,largo,Vela de cola,46.37,46.3,0.07,714.28571,50
2021-8-17 15:38:05,EBAY,largo,Reversa,74.59,74.18,0.41,121.95122,50
2021-8-17 15:38:00,KO,largo,Vela de cola,57.42,57.35,0.07,714.28571,50
2021-8-17 15:40:04,EBAY,largo,Reversa,74.58,74.12,0.46,108.69565,50
2021-8-17 15:40:04,MET,Corto,Vela Elefante,61.32,61.54,0.22,227.27273,50
2021-8-17 15:42:07,EBAY,largo,Reversa,74.305,74,0.305,163.93443,50
2021-8-17 15:42:01,GILD,Corto,Reversa,71.79,71.99,0.2,250,50
2021-8-17 15:42:08,QCOM,Corto,Vela Elefante,145.25,145.66,0.41,121.95122,50
2021-8-17 15:42:09,SNAP,Corto,Vela de cola,71.65,72.04,0.39,128.20513,50
2021-8-17 15:44:05,GILD,Corto,Reversa,71.8455,71.9,0.0545,917.43119,50
2021-8-17 15:44:00,MET,Corto,Vela Elefante,61.27,61.41,0.14,357.14286,50
2021-8-17 15:46:06,KO,largo,Reversa,57.29,57.2,0.09,555.55556,50
2021-8-17 15:46:06,KO,Corto,Vela Elefante,57.2,57.29,0.09,555.55556,50
2021-8-17 15:46:01,TWTR,Corto,Vela de cola,63.45,63.62,0.17,294.11765,50
2021-8-17 15:48:09,AMD,Corto,Vela de cola,106.71,107.13,0.42,119.04762,50
2021-8-17 15:48:06,KO,largo,Reversa,57.25,57.17,0.08,625,50
2021-8-17 15:48:02,MET,Corto,Vela Elefante,61.215,61.5,0.285,175.4386,50
2021-8-17 15:48:04,MU,Corto,Reversa,70.48,70.65,0.17,294.11765,50
2021-8-17 15:48:06,XOM,Corto,Vela de cola,55.71,55.87,0.16,312.5,50
2021-8-17 15:54:06,SBUX,largo,Reversa,116.31,116.125,0.185,270.27027,50
2021-8-17 15:56:08,QCOM,Corto,Vela Elefante,144.63,144.82,0.19,263.15789,50
2021-8-17 15:56:06,SBUX,largo,Reversa,116.19,116.08,0.11,454.54545,50
2021-8-17 15:58:09,C,Corto,Vela de cola,71.625,71.73,0.105,476.19048,50
2021-8-17 15:58:01,SBUX,largo,Reversa,116.13,115.9,0.23,217.3913,50
2021-8-17 15:58:01,SBUX,Corto,Vela Elefante,115.9,116.13,0.23,217.3913,50
2021-8-17 16:00:00,C,Corto,Reversa,71.64,71.72,0.08,625,50
2021-8-17 15:59:59,ORCL,largo,Vela de cola,91.33,91.18,0.15,333.33333,50
2021-8-17 16:00:04,SBUX,largo,Reversa,115.99,115.9,0.09,555.55556,50
2021-8-17 16:02:04,AMAT,largo,Reversa,129.27,128.77,0.5,100,50
2021-8-17 16:02:04,AMAT,Corto,Vela Elefante,128.77,129.27,0.5,100,50
2021-8-17 16:02:05,GILD,Corto,Reversa,72.29,72.41,0.12,416.66667,50
2021-8-17 16:02:06,MRK,Corto,Reversa,78.545,78.74,0.195,256.41026,50
2021-8-17 16:02:05,SBUX,largo,Reversa,115.95,115.56,0.39,128.20513,50
2021-8-17 16:02:08,SNAP,largo,Reversa,71.01,70.7989,0.2111,236.85457,50
2021-8-17 16:04:09,SBUX,largo,Reversa,115.87,115.73,0.14,357.14286,50
2021-8-17 16:04:06,SNAP,largo,Reversa,71.09,70.85,0.24,208.33333,50
2021-8-17 16:06:06,SBUX,largo,Reversa,115.78,115.62,0.16,312.5,50
2021-8-17 16:06:09,SNAP,largo,Reversa,70.855,70.68,0.175,285.71429,50
2021-8-17 16:06:09,SNAP,Corto,Vela Elefante,70.68,70.855,0.175,285.71429,50
2021-8-17 16:06:07,WFC,Corto,Reversa,48.8282,48.915,0.0868,576.03687,50
2021-8-17 16:08:05,MU,Corto,Vela de cola,70.27,70.41,0.14,357.14286,50
2021-8-17 16:08:05,SNAP,largo,Reversa,70.7,70.4301,0.2699,185.2538,50
2021-8-17 16:08:05,SNAP,Corto,Vela Elefante,70.4301,70.7,0.2699,185.2538,50
2021-8-17 16:08:07,XOM,largo,Vela Elefante,55.895,55.73,0.165,303.0303,50
2021-8-17 16:10:08,MU,Corto,Vela de cola,70.16,70.385,0.225,222.22222,50
2021-8-17 16:10:08,SNAP,largo,Reversa,70.5,70.18,0.32,156.25,50
2021-8-17 16:10:02,UBER,Corto,Vela de cola,41.005,41.1,0.095,526.31579,50
2021-8-17 16:10:05,WFC,Corto,Reversa,48.95,49.01,0.06,833.33333,50
2021-8-17 16:12:09,C,largo,Vela Elefante,71.93,71.8,0.13,384.61538,50
2021-8-17 16:12:04,SNAP,largo,Reversa,70.3788,70.05,0.3288,152.06813,50
2021-8-17 16:14:02,C,largo,Vela Elefante,72.1,71.93,0.17,294.11765,50
2021-8-17 16:14:03,MET,largo,Vela Elefante,61.85,61.68,0.17,294.11765,50
2021-8-17 16:14:07,SNAP,largo,Reversa,70.305,70.1102,0.1948,256.67351,50
2021-8-17 16:29:51,C,Corto,Reversa,72.24,72.34,0.1,500,50
2021-8-17 16:29:50,MRK,largo,Reversa,78.545,78.5,0.045,1111.11111,50
2021-8-17 16:29:55,MU,largo,Vela Elefante,70.92,70.77,0.15,333.33333,50
2021-8-17 16:29:55,QCOM,Corto,Vela de cola,144.26,144.43,0.17,294.11765,50
2021-8-17 16:29:55,QCOM,Corto,Reversa,144.26,144.43,0.17,294.11765,50
2021-8-17 16:32:01,AMD,largo,Vela Elefante,107.235,106.92,0.315,158.73016,50
2021-8-17 16:31:51,QCOM,Corto,Reversa,144.37,144.53,0.16,312.5,50
2021-8-17 16:36:01,AMD,Corto,Reversa,107.34,107.71,0.37,135.13514,50
2021-8-17 16:35:57,MU,Corto,Reversa,70.94,71.1,0.16,312.5,50
2021-8-17 16:35:50,ORCL,Corto,Vela Elefante,90.49,90.7,0.21,238.09524,50
2021-8-17 16:35:59,QCOM,Corto,Reversa,144.42,144.65,0.23,217.3913,50
2021-8-17 16:38:01,AMD,Corto,Reversa,107.67,108.33,0.66,75.75758,50
2021-8-17 16:38:01,AMD,largo,Vela Elefante,108.33,107.67,0.66,75.75758,50
2021-8-17 16:38:00,MU,Corto,Reversa,71.025,71.15,0.125,400,50
2021-8-17 16:37:58,QCOM,Corto,Reversa,144.48,144.97,0.49,102.04082,50
2021-8-17 16:37:58,SNAP,largo,Vela Elefante,71.505,71.04,0.465,107.52688,50
2021-8-17 16:37:54,TWTR,largo,Vela Elefante,63.43,63.11,0.32,156.25,50
2021-8-17 16:40:01,AAPL,Corto,Reversa,150.79,151,0.21,238.09524,50
2021-8-17 16:40:02,AMD,Corto,Reversa,108.11,108.5783,0.4683,106.76917,50
2021-8-17 16:39:57,INTC,Corto,Reversa,52.815,52.87,0.055,909.09091,50
2021-8-17 16:40:00,MU,Corto,Reversa,71.05,71.18,0.13,384.61538,50
2021-8-17 16:40:00,QCOM,Corto,Reversa,144.8371,145.0198,0.1827,273.67269,50
2021-8-17 16:42:01,AAPL,Corto,Reversa,150.8101,151.06,0.2499,200.08003,50
2021-8-17 16:42:01,AMD,Corto,Reversa,108.25,108.7,0.45,111.11111,50
2021-8-17 16:41:59,INTC,Corto,Reversa,52.845,52.895,0.05,1000,50
2021-8-17 16:41:58,MU,Corto,Reversa,71.1,71.35,0.25,200,50
2021-8-17 16:42:00,QCOM,Corto,Reversa,145,145.28,0.28,178.57143,50
2021-8-17 16:44:01,AAPL,Corto,Reversa,150.93,151.17,0.24,208.33333,50
2021-8-17 16:44:01,AMD,Corto,Reversa,108.22,108.55,0.33,151.51515,50
2021-8-17 16:43:52,EBAY,largo,Reversa,74.11,73.995,0.115,434.78261,50
2021-8-17 16:43:59,INTC,Corto,Reversa,52.87,52.91,0.04,1250,50
2021-8-17 16:43:54,MU,Corto,Reversa,71.18,71.32,0.14,357.14286,50
2021-8-17 16:43:57,QCOM,Corto,Reversa,145.07,145.24,0.17,294.11765,50
2021-8-17 16:43:57,SNAP,largo,Vela Elefante,71.81,71.55,0.26,192.30769,50
2021-8-17 16:46:01,AMD,Corto,Reversa,108.32,108.58,0.26,192.30769,50
2021-8-17 16:45:51,LVS,largo,Reversa,38.62,38.51,0.11,454.54545,50
2021-8-17 16:45:58,MU,Corto,Reversa,71.25,71.423,0.173,289.01734,50
2021-8-17 16:45:53,QCOM,Corto,Reversa,145.2608,145.52,0.2592,192.90123,50
2021-8-17 16:47:53,LVS,largo,Reversa,38.6391,38.53,0.1091,458.29514,50
2021-8-17 16:47:55,MU,Corto,Reversa,71.27,71.37,0.1,500,50
2021-8-17 16:49:56,LVS,largo,Reversa,38.61,38.5,0.11,454.54545,50
2021-8-17 16:50:00,MU,Corto,Reversa,71.23,71.34,0.11,454.54545,50
2021-8-17 16:49:59,SNAP,largo,Vela Elefante,71.9172,71.63,0.2872,174.09471,50
2021-8-17 16:51:51,LVS,largo,Reversa,38.6245,38.575,0.0495,1010.10101,50
2021-8-17 16:51:57,MU,Corto,Reversa,71.27,71.447,0.177,282.48588,50
2021-8-17 16:53:50,KO,Corto,Vela de cola,57.23,57.275,0.045,1111.11111,50
2021-8-17 16:53:59,SNAP,largo,Vela Elefante,72.05,71.75,0.3,166.66667,50
2021-8-17 16:53:58,UBER,largo,Vela de cola,41.29,41.2,0.09,555.55556,50
2021-8-17 16:55:53,GILD,largo,Vela de cola,72.44,72.37,0.07,714.28571,50
2021-8-17 16:57:50,KO,Corto,Reversa,57.3,57.325,0.025,2000,50
2021-8-17 16:57:54,MS,Corto,Vela Elefante,102.99,103.17,0.18,277.77778,50
2021-8-17 16:57:53,VZ,Corto,Reversa,56.0653,56.09,0.0247,2024.2915,50
2021-8-17 16:59:51,AMAT,largo,Reversa,129.91,129.74,0.17,294.11765,50
2021-8-17 16:59:54,KO,Corto,Reversa,57.28,57.32,0.04,1250,50
2021-8-17 17:00:00,UAL,largo,Reversa,45.31,45.21,0.1,500,50
2021-8-17 16:59:56,VZ,Corto,Reversa,56.06,56.09,0.03,1666.66667,50
2021-8-17 16:59:51,XOM,largo,Reversa,56.07,56.0001,0.0699,715.30758,50
2021-8-17 17:01:51,AMAT,largo,Reversa,129.79,129.57,0.22,227.27273,50
2021-8-17 17:01:56,EBAY,largo,Reversa,73.54,73.44,0.1,500,50
2021-8-17 17:02:01,INTC,largo,Reversa,52.86,52.795,0.065,769.23077,50
2021-8-17 17:01:54,MU,largo,Reversa,71.13,71.04,0.09,555.55556,50
2021-8-17 17:01:51,UAL,largo,Reversa,45.3,45.21,0.09,555.55556,50
2021-8-17 17:01:58,UBER,largo,Reversa,41.03,41,0.03,1666.66667,50
2021-8-17 17:01:57,VZ,Corto,Reversa,56.0844,56.13,0.0456,1096.49123,50
2021-8-17 17:02:00,XOM,largo,Reversa,56.035,55.9337,0.1013,493.58342,50
2021-8-17 17:03:50,AMAT,largo,Reversa,129.64,129.44,0.2,250,50
2021-8-17 17:03:54,EBAY,largo,Reversa,73.55,73.42,0.13,384.61538,50
2021-8-17 17:03:54,INTC,largo,Reversa,52.83,52.785,0.045,1111.11111,50
2021-8-17 17:03:59,KO,largo,Vela Elefante,57.35,57.29,0.06,833.33333,50
2021-8-17 17:03:58,MRK,Corto,Reversa,78.6877,78.77,0.0823,607.53341,50
2021-8-17 17:03:53,MU,largo,Reversa,71.07,70.97,0.1,500,50
2021-8-17 17:04:01,UAL,largo,Reversa,45.275,45.1528,0.1222,409.1653,50
2021-8-17 17:03:59,UBER,largo,Reversa,41.01,40.92,0.09,555.55556,50
2021-8-17 17:03:55,VZ,Corto,Reversa,56.12,56.13,0.01,5000,50
2021-8-17 17:03:56,XOM,largo,Reversa,55.975,55.92,0.055,909.09091,50
2021-8-17 17:06:00,AMAT,largo,Reversa,129.69,129.5403,0.1497,334.00134,50
2021-8-17 17:06:01,AMD,largo,Reversa,107.8,107.46,0.34,147.05882,50
2021-8-17 17:05:55,EBAY,largo,Reversa,73.45,73.34,0.11,454.54545,50
